ID,gender,race,parental level of education,lunch,test preparation course,math score,physics score,computer science score,economics score,biology score,literature score,psychology score,history score
1641,female,European,some college,free/reduced,completed,74,79,73,80,71,88,89,82
1642,male,European,some college,standard,completed,51,43,48,61,58,64,63,67
1643,female,European,doctorate,free/reduced,none,88,91,91,91,90,89,85,92
1644,female,European,bachelor's degree,standard,none,88,85,91,88,83,75,76,75
1645,male,African,high school,free/reduced,completed,71,73,81,77,72,77,81,78
1646,female,European,master's degree,standard,completed,90,96,90,84,89,82,81,91
1647,male,European,master's degree,standard,completed,90,84,86,84,93,80,76,76
1648,female,American,some high school,standard,none,75,67,76,70,69,74,70,69
1649,female,African,bachelor's degree,standard,none,100,100,99,100,100,92,91,91
1650,male,European,some college,free/reduced,none,99,98,100,99,96,94,93,95
1651,female,Asian,master's degree,standard,completed,71,70,73,75,76,79,78,77
1652,male,Asian,some college,standard,none,69,78,77,81,74,73,70,73
1653,female,Asian,some high school,standard,none,80,83,83,79,75,82,78,77
1654,female,European,high school,standard,completed,76,77,87,80,75,93,93,92
1655,female,Asian,bachelor's degree,standard,completed,81,78,84,73,77,78,78,79
1656,male,American,some college,standard,completed,74,83,75,73,75,67,62,64
1657,female,European,bachelor's degree,free/reduced,completed,73,81,85,82,75,87,89,88
1658,male,European,doctorate,standard,none,91,92,98,91,84,82,81,81
1659,female,European,master's degree,standard,none,75,76,88,82,82,87,80,77
1660,female,American,high school,standard,completed,71,73,71,71,67,74,76,74
1661,male,American,master's degree,free/reduced,none,94,95,100,93,97,85,88,79
1662,male,American,some college,standard,none,74,68,76,75,76,74,77,74
1663,male,European,associate's degree,free/reduced,none,90,88,95,87,91,79,77,73
1664,female,Asian,master's degree,standard,completed,69,63,72,71,70,75,84,80
1665,female,Asian,bachelor's degree,standard,none,83,80,83,74,71,72,75,71
1666,male,European,associate's degree,free/reduced,none,59,57,60,69,61,62,64,66
1667,female,European,associate's degree,standard,completed,95,85,91,85,85,90,89,88
1668,male,European,master's degree,free/reduced,none,74,77,66,73,68,80,76,74
1669,female,Asian,master's degree,standard,completed,87,87,87,85,85,95,91,96
1670,male,European,some high school,standard,completed,73,68,72,71,69,71,67,74
1671,female,European,some college,standard,none,86,84,87,81,83,75,77,82
1672,female,European,bachelor's degree,standard,none,100,96,95,98,97,80,86,89
1673,male,African,some college,standard,none,63,53,64,58,63,65,65,57
1674,male,European,high school,free/reduced,none,81,70,82,77,77,84,92,81
1675,male,European,some college,standard,none,67,67,75,70,71,69,74,70
1676,male,European,master's degree,standard,none,61,61,60,70,70,80,82,81
1677,male,European,some college,standard,completed,77,78,72,74,72,75,78,67
1678,male,European,some college,standard,completed,83,79,87,85,78,85,82,85
1679,female,European,doctorate,standard,completed,74,72,79,81,74,89,84,87
1680,female,European,high school,standard,none,53,61,63,62,57,69,76,71
1681,male,European,master's degree,free/reduced,none,91,80,80,88,88,94,88,92
1682,female,European,doctorate,standard,completed,84,79,89,78,84,81,83,84
1683,female,European,doctorate,standard,none,78,80,85,75,85,73,81,74
1684,female,American,some high school,standard,completed,73,76,77,86,72,82,81,78
1685,male,Asian,doctorate,standard,none,72,67,66,66,66,65,68,71
1686,male,African,some college,standard,none,92,92,91,99,97,100,100,100
1687,female,European,master's degree,free/reduced,completed,92,95,92,96,91,100,100,100
1688,male,European,associate's degree,free/reduced,none,71,68,73,74,71,78,80,73
1689,male,European,master's degree,free/reduced,none,56,53,58,59,55,60,59,65
1690,male,Asian,bachelor's degree,standard,completed,79,73,85,82,77,86,83,88
1691,male,Asian,bachelor's degree,free/reduced,completed,82,81,84,85,82,80,82,84
1692,male,European,doctorate,standard,completed,71,71,73,73,65,70,66,68
1693,female,European,associate's degree,standard,none,57,48,62,69,54,75,75,70
1694,female,European,bachelor's degree,standard,none,68,73,73,76,61,64,68,72
1695,male,European,master's degree,free/reduced,none,87,85,84,80,84,84,79,88
1696,male,Asian,some college,standard,none,82,70,80,77,77,69,62,69
1697,male,Asian,doctorate,free/reduced,none,68,69,66,64,71,74,72,74
1698,female,African,bachelor's degree,standard,none,75,70,74,79,72,83,82,79
1699,male,European,some college,standard,none,64,52,68,60,62,65,64,63
1700,female,European,doctorate,standard,none,65,63,70,71,70,81,74,72
1701,male,European,high school,standard,none,82,70,85,84,82,82,92,80
1702,female,European,some high school,standard,none,72,68,80,72,70,81,82,73
1703,male,European,high school,free/reduced,none,71,74,82,77,74,76,78,72
1704,male,Asian,high school,standard,none,63,65,69,66,58,81,82,82
1705,female,European,master's degree,standard,none,75,78,85,88,79,92,89,82
1706,female,European,high school,free/reduced,completed,87,83,86,81,87,92,87,89
1707,female,African,bachelor's degree,standard,none,73,78,87,76,79,84,80,79
1708,male,Asian,bachelor's degree,standard,none,95,100,99,91,88,78,73,81
1709,female,European,some college,standard,none,100,100,100,94,100,84,90,87
1710,female,Asian,master's degree,free/reduced,completed,73,73,74,81,79,80,86,86
1711,male,Asian,bachelor's degree,standard,completed,64,59,70,64,68,65,71,68
1712,female,European,doctorate,standard,none,76,79,83,79,80,87,84,84
1713,female,European,some college,free/reduced,completed,86,74,81,80,80,87,89,91
1714,female,American,doctorate,standard,completed,80,69,83,75,81,90,95,81
1715,female,European,some high school,standard,completed,53,58,54,57,60,62,63,61
1716,male,Asian,some high school,standard,completed,82,90,85,89,78,84,74,79
1717,female,European,some college,standard,completed,82,85,76,77,80,81,79,80
1718,male,European,some college,standard,completed,72,68,73,73,75,71,79,74
1719,female,Asian,master's degree,standard,none,63,64,71,74,65,73,73,72
1720,female,European,high school,standard,completed,66,69,75,77,70,69,73,68
1721,female,African,associate's degree,free/reduced,none,77,87,89,82,78,73,74,71
1722,male,European,high school,free/reduced,none,61,56,66,67,63,68,69,72
1723,female,European,doctorate,standard,completed,84,76,84,77,83,76,77,73
1724,male,African,some college,free/reduced,completed,69,61,75,71,59,80,77,73
1725,male,European,some college,standard,completed,82,83,84,85,83,81,85,90
1726,female,American,some college,free/reduced,completed,88,84,83,75,84,79,76,78
1727,male,Asian,some college,standard,none,84,81,91,87,79,87,92,81
1728,female,European,some college,standard,completed,66,56,64,69,63,76,76,72
1729,female,European,master's degree,free/reduced,none,70,73,73,68,75,70,73,67
1730,male,European,high school,standard,none,71,71,79,79,71,75,75,79
1731,male,African,bachelor's degree,free/reduced,none,66,70,66,76,66,75,73,73
1732,male,European,doctorate,standard,none,71,74,75,77,72,88,85,81
1733,male,Asian,associate's degree,standard,none,79,69,75,73,69,70,73,63
1734,male,European,master's degree,standard,completed,80,76,79,80,73,74,73,72
1735,male,Asian,high school,free/reduced,none,71,61,71,70,65,83,76,76
1736,male,European,some high school,standard,completed,85,74,79,76,72,73,74,69
1737,female,African,bachelor's degree,standard,none,81,70,79,83,75,90,77,79
1738,female,European,bachelor's degree,standard,none,87,91,84,86,77,77,74,76
1739,female,European,some college,standard,none,76,75,73,75,73,79,75,71
1740,male,European,master's degree,free/reduced,none,70,74,76,71,71,70,67,72
1741,female,American,some college,free/reduced,completed,84,80,87,84,89,100,93,96
1742,female,African,some college,free/reduced,none,78,75,80,75,73,77,77,77
1743,female,Asian,some high school,standard,none,60,60,59,67,59,78,71,68
1744,male,European,associate's degree,free/reduced,none,79,77,78,78,79,87,90,87
1745,male,American,bachelor's degree,free/reduced,completed,75,80,79,79,78,72,76,64
1746,male,European,doctorate,standard,none,88,87,83,83,85,85,82,84
1747,male,American,doctorate,standard,none,68,62,72,70,62,75,72,73
1748,male,European,bachelor's degree,standard,none,67,50,69,60,60,60,63,67
1749,female,African,bachelor's degree,standard,none,68,70,72,72,71,76,75,75
1750,male,European,some high school,standard,none,67,58,70,69,61,64,68,62
1751,male,European,associate's degree,free/reduced,none,65,57,64,72,59,83,84,80
1752,female,European,high school,standard,completed,92,93,94,90,90,79,74,82
1753,male,European,doctorate,standard,completed,75,70,77,71,75,71,62,69
1754,male,European,bachelor's degree,standard,completed,68,66,71,70,66,67,69,69
1755,male,Asian,associate's degree,standard,none,64,68,70,72,66,85,80,79
1756,female,European,doctorate,standard,none,90,91,85,89,87,87,90,90
1757,male,Asian,associate's degree,standard,none,87,82,91,84,89,76,77,80
1758,female,Asian,associate's degree,standard,completed,71,67,74,68,67,79,75,77
1759,male,European,doctorate,standard,completed,86,92,95,80,85,90,93,93
1760,male,European,bachelor's degree,standard,none,86,84,77,77,78,92,85,89
1761,male,Asian,some college,standard,none,75,73,72,71,81,74,78,75
1762,female,European,doctorate,free/reduced,none,79,81,81,84,78,80,80,79
1763,female,European,high school,standard,completed,72,61,71,72,65,61,58,59
1764,male,Asian,some college,standard,none,70,70,76,74,73,82,83,83
1765,male,European,bachelor's degree,standard,none,69,64,71,67,66,72,69,67
1766,female,Asian,high school,standard,none,62,64,63,66,67,74,67,75
1767,female,European,high school,free/reduced,none,69,69,70,74,72,81,70,77
1768,male,American,bachelor's degree,standard,completed,75,79,82,77,74,67,69,72
1769,female,European,some high school,standard,none,87,87,85,80,90,68,73,71
1770,male,American,bachelor's degree,free/reduced,completed,100,93,97,98,92,91,90,90
1771,male,American,master's degree,free/reduced,none,89,90,88,74,82,85,88,82
1772,female,European,high school,standard,none,51,49,58,58,50,69,62,56
1773,female,European,bachelor's degree,standard,completed,68,64,66,71,65,79,70,76
1774,female,European,some college,standard,completed,91,81,76,85,82,87,89,89
1775,female,Asian,some high school,free/reduced,completed,65,53,63,72,65,72,78,64
1776,female,European,high school,standard,completed,71,70,77,76,72,78,83,79
1777,female,African,doctorate,free/reduced,none,73,67,68,79,69,78,72,75
1778,female,American,master's degree,free/reduced,completed,76,73,83,78,77,72,81,78
1779,female,European,some college,standard,none,74,69,71,71,72,77,77,82
1780,male,European,some high school,free/reduced,none,62,57,67,64,66,83,80,68
1781,female,European,some college,free/reduced,completed,38,36,46,54,49,60,64,60
1782,male,European,high school,free/reduced,none,95,84,78,86,80,85,86,90
1783,male,American,master's degree,standard,completed,95,95,93,91,91,95,93,92
1784,male,European,master's degree,free/reduced,completed,63,57,62,64,60,55,55,59
1785,female,European,bachelor's degree,free/reduced,none,67,67,72,74,73,64,72,71
1786,female,European,master's degree,standard,none,90,84,83,84,81,90,85,85
1787,female,European,master's degree,standard,completed,88,92,94,89,88,94,82,91
1788,male,African,some college,free/reduced,completed,100,100,100,100,100,100,98,98
1789,male,European,some high school,standard,completed,44,33,48,54,47,60,67,59
1790,female,European,bachelor's degree,free/reduced,none,80,82,77,84,79,88,87,93
1791,female,European,some college,standard,none,72,75,76,76,75,77,79,75
1792,male,Asian,associate's degree,standard,none,81,69,75,75,77,84,83,82
1793,female,African,bachelor's degree,standard,none,70,68,76,69,75,72,66,76
1794,female,European,master's degree,free/reduced,none,62,63,61,65,63,77,79,73
1795,male,European,associate's degree,free/reduced,completed,74,76,82,75,73,75,75,72
1796,male,European,master's degree,standard,completed,95,87,96,94,96,100,97,94
1797,male,Asian,associate's degree,standard,none,68,78,72,81,70,82,81,86
1798,male,European,master's degree,free/reduced,none,55,51,70,63,60,68,65,62
1799,female,American,associate's degree,standard,none,88,90,93,88,91,89,85,89
1800,female,American,master's degree,standard,completed,95,91,94,90,89,96,90,89
1801,male,Asian,associate's degree,free/reduced,completed,89,93,96,88,93,79,79,82
1802,male,European,doctorate,standard,none,87,89,90,87,85,88,81,83
1803,male,European,associate's degree,standard,completed,73,66,80,71,68,74,72,70
1804,male,European,master's degree,free/reduced,completed,74,73,74,77,83,78,71,73
1805,female,European,some college,standard,none,83,86,84,86,85,85,84,83
1806,male,European,high school,standard,none,75,73,77,80,76,78,75,74
1807,male,Asian,high school,free/reduced,none,60,54,63,63,62,72,62,65
1808,male,European,bachelor's degree,standard,none,69,72,79,72,72,75,80,77
1809,female,European,doctorate,standard,none,86,81,79,75,76,89,84,88
1810,male,Asian,doctorate,standard,none,85,88,89,90,91,96,100,93
1811,female,European,associate's degree,standard,none,60,58,67,69,65,71,73,69
1812,female,European,some college,standard,none,61,53,61,59,57,73,73,69
1813,female,Asian,master's degree,standard,completed,56,51,60,70,63,98,93,89
1814,male,American,associate's degree,standard,none,86,78,82,81,84,71,72,70
1815,female,European,doctorate,standard,completed,83,81,79,78,76,89,90,89
1816,female,American,bachelor's degree,standard,none,69,57,78,79,74,85,77,78
1817,female,European,associate's degree,standard,completed,75,64,72,70,70,79,80,78
1818,male,Asian,associate's degree,standard,none,64,59,75,68,63,73,72,76
1819,male,American,doctorate,free/reduced,completed,79,86,83,79,77,81,77,78
1820,female,Asian,master's degree,standard,none,82,76,83,89,76,83,77,79
1821,female,Asian,some high school,standard,none,45,53,52,50,50,57,56,58
1822,male,European,some high school,standard,none,86,76,81,85,83,82,85,83
1823,female,European,some high school,standard,completed,83,77,95,88,81,97,100,91
1824,female,European,some high school,standard,none,81,74,77,78,77,88,82,80
1825,male,European,bachelor's degree,standard,none,80,84,90,86,89,91,85,81
1826,female,European,high school,standard,completed,92,83,85,88,86,91,93,88
1827,male,European,associate's degree,free/reduced,completed,61,63,67,71,63,73,74,76
1828,male,Asian,associate's degree,standard,none,71,68,77,74,67,70,77,79
1829,female,European,some high school,free/reduced,completed,92,82,86,92,81,89,90,84
1830,female,European,high school,standard,completed,60,59,62,64,61,66,67,62
1831,male,American,bachelor's degree,standard,none,82,85,75,79,73,72,73,73
1832,female,European,high school,free/reduced,none,56,47,54,55,52,55,64,60
1833,female,American,some high school,standard,completed,90,83,90,84,91,75,73,76
1834,male,Asian,high school,standard,none,88,82,93,82,82,90,88,91
1835,female,European,bachelor's degree,standard,none,90,83,89,85,92,79,80,79
1836,male,Asian,bachelor's degree,standard,completed,77,68,72,79,72,84,85,84
1837,female,European,doctorate,standard,none,76,64,71,66,65,71,73,70
1838,female,Asian,high school,free/reduced,completed,65,58,70,68,67,69,76,74
1839,male,European,some high school,standard,none,69,70,81,73,64,73,68,73
1840,male,European,master's degree,standard,completed,81,79,88,89,84,69,74,75
1841,male,European,associate's degree,free/reduced,none,52,58,58,57,57,61,62,58
1842,male,Asian,high school,standard,completed,100,100,100,100,100,93,88,93
1843,male,European,associate's degree,free/reduced,none,56,47,56,59,59,74,71,76
1844,male,European,associate's degree,free/reduced,none,80,79,83,81,79,78,82,75
1845,female,European,some college,standard,completed,77,71,71,76,78,86,83,86
1846,female,European,bachelor's degree,free/reduced,none,91,87,93,79,80,76,72,77
1847,female,European,bachelor's degree,free/reduced,completed,86,82,84,93,81,90,88,83
1848,female,African,some high school,free/reduced,none,79,76,81,79,81,91,88,85
1849,male,European,high school,standard,none,60,57,58,62,61,59,68,63
1850,female,American,some college,standard,completed,72,59,67,69,63,74,75,75
1851,female,European,some high school,standard,none,59,49,65,64,50,69,73,73
1852,female,European,doctorate,standard,none,79,88,91,85,86,85,87,85
1853,female,European,doctorate,standard,completed,77,77,75,84,77,78,80,80
1854,female,European,high school,standard,none,86,85,87,85,86,83,89,85
1855,female,Asian,master's degree,standard,completed,75,71,73,76,74,85,86,81
1856,female,European,master's degree,standard,none,73,69,75,83,70,93,93,89
1857,female,European,master's degree,free/reduced,completed,74,65,70,74,73,81,84,76
1858,female,European,some high school,standard,none,62,61,65,68,70,69,73,62
1859,female,European,master's degree,standard,none,56,54,57,60,58,57,58,64
1860,female,European,bachelor's degree,standard,none,88,79,84,79,80,97,94,92
1861,male,Asian,associate's degree,free/reduced,none,81,84,86,78,81,72,65,75
1862,male,European,master's degree,free/reduced,completed,79,83,81,86,84,89,91,87
1863,male,European,some college,standard,completed,83,82,81,86,76,79,83,77
1864,male,European,some high school,free/reduced,none,61,53,59,63,53,72,73,67
1865,female,Asian,bachelor's degree,standard,none,78,66,82,77,74,93,88,88
1866,female,European,some college,free/reduced,none,84,76,79,74,81,81,79,83
1867,female,European,master's degree,standard,none,85,85,91,78,87,90,83,89
1868,male,European,some college,standard,completed,80,78,80,81,77,76,73,77
1869,male,European,master's degree,standard,none,80,87,83,78,78,81,75,78
1870,female,European,some college,standard,completed,75,68,70,66,67,75,71,72
1871,female,European,bachelor's degree,standard,none,73,75,77,89,77,100,96,89
1872,female,European,bachelor's degree,free/reduced,none,78,74,77,78,84,92,93,88
1873,male,European,bachelor's degree,free/reduced,none,96,97,92,92,94,70,74,75
1874,male,European,some high school,free/reduced,completed,81,63,70,78,73,89,91,90
1875,male,European,high school,free/reduced,none,84,85,89,85,81,85,80,73
1876,female,European,bachelor's degree,standard,none,81,74,84,73,78,72,75,73
1877,female,Asian,some high school,standard,none,78,82,85,84,81,80,76,75
1878,female,European,bachelor's degree,free/reduced,none,54,50,52,62,52,78,74,68
1879,male,European,associate's degree,standard,completed,96,100,95,98,99,98,95,92
1880,female,European,some high school,free/reduced,completed,82,86,79,78,78,79,80,79
1881,male,African,some college,standard,none,54,63,69,63,63,72,70,70
1882,female,European,doctorate,free/reduced,none,80,82,80,87,78,85,79,88
1883,female,African,high school,free/reduced,none,87,81,85,90,85,100,96,95
1884,female,European,high school,standard,completed,57,48,59,64,61,79,79,78
1885,male,European,some high school,standard,none,67,63,80,74,69,83,78,78
1886,female,European,master's degree,standard,none,83,82,83,86,84,89,91,87
1887,female,European,doctorate,free/reduced,none,59,48,60,63,56,67,58,55
1888,male,European,some high school,standard,none,82,91,90,87,86,97,96,96
1889,male,African,bachelor's degree,free/reduced,none,59,61,70,75,71,77,79,79
1890,female,American,bachelor's degree,standard,completed,72,62,75,75,70,75,76,73
1891,male,European,doctorate,standard,none,78,80,82,73,78,83,79,74
1892,male,European,doctorate,standard,none,85,82,80,86,88,79,78,85
1893,female,European,some high school,standard,none,62,55,61,62,61,72,72,69
1894,male,European,some high school,standard,completed,79,81,79,85,79,64,73,68
1895,female,European,master's degree,free/reduced,none,78,79,81,83,85,90,93,89
1896,male,American,associate's degree,standard,none,67,71,68,70,73,73,69,72
1897,female,European,high school,standard,completed,75,71,72,71,72,75,76,74
1898,female,Asian,some high school,standard,none,72,55,69,66,73,65,61,66
1899,female,Asian,high school,standard,completed,73,59,67,73,70,86,78,78
1900,female,European,master's degree,standard,completed,74,66,79,74,72,85,84,81
1901,female,African,bachelor's degree,standard,completed,92,83,89,88,91,74,77,73
1902,male,African,bachelor's degree,free/reduced,completed,77,72,76,78,75,76,70,78
1903,female,European,master's degree,standard,completed,80,81,85,83,80,80,78,79
1904,female,Asian,doctorate,standard,completed,62,52,62,70,62,70,69,71
1905,male,Asian,master's degree,free/reduced,completed,71,69,68,73,72,70,67,66
1906,male,European,some college,standard,none,79,75,82,83,86,73,76,73
1907,male,European,associate's degree,standard,completed,73,67,65,72,72,78,77,76
1908,male,European,some college,free/reduced,completed,63,68,74,69,67,74,71,70
1909,male,European,some college,standard,completed,73,63,73,73,63,71,67,69
1910,male,American,some high school,standard,none,74,72,73,82,81,87,87,80
1911,female,Asian,high school,standard,none,65,62,62,68,61,73,71,71
1912,female,Asian,some college,free/reduced,none,92,97,100,91,94,76,82,85
1913,female,Asian,high school,standard,none,94,97,96,88,88,76,80,81
1914,male,Asian,associate's degree,free/reduced,completed,91,97,97,92,86,93,85,94
1915,female,European,high school,free/reduced,none,71,62,65,66,62,74,75,69
1916,male,African,bachelor's degree,standard,completed,71,70,73,66,68,76,72,72
1917,female,European,master's degree,standard,completed,79,67,75,79,80,83,80,78
1918,male,European,some college,free/reduced,none,84,81,85,81,86,81,77,79
1919,female,European,master's degree,free/reduced,none,76,76,80,74,73,70,72,73
1920,female,European,master's degree,standard,none,82,74,86,87,83,80,78,77
1921,male,European,bachelor's degree,free/reduced,none,57,63,66,69,65,84,83,77
1922,female,European,associate's degree,standard,none,57,57,62,71,61,83,80,71
1923,male,Asian,associate's degree,standard,completed,72,67,70,76,73,72,73,76
1924,female,European,master's degree,standard,none,80,77,94,82,78,92,89,96
1925,female,Asian,bachelor's degree,standard,none,65,60,64,66,62,84,89,84
1926,female,European,master's degree,standard,none,78,76,83,78,79,71,75,72
1927,male,American,some college,standard,completed,58,50,61,67,62,76,72,69
1928,male,European,associate's degree,standard,completed,69,60,66,65,65,64,73,67
1929,male,European,some high school,standard,completed,93,88,94,90,85,85,82,75
1930,male,European,some high school,standard,completed,62,51,58,62,53,63,66,63
1931,male,European,bachelor's degree,free/reduced,none,74,75,83,71,72,75,76,70
1932,male,American,bachelor's degree,free/reduced,completed,76,75,76,81,70,68,70,74
1933,female,European,some high school,standard,none,75,72,71,76,71,77,79,80
1934,male,European,associate's degree,standard,none,72,64,71,73,70,72,77,71
1935,male,European,some college,free/reduced,none,58,63,60,65,56,68,67,68
1936,male,American,bachelor's degree,standard,none,60,54,63,72,63,79,69,71
1937,female,European,bachelor's degree,standard,completed,72,76,77,79,79,85,81,86
1938,male,Asian,some college,free/reduced,completed,84,77,78,90,74,85,82,89
1939,female,Asian,some college,free/reduced,none,83,87,89,80,83,79,76,76
1940,female,European,bachelor's degree,standard,none,85,86,82,86,89,84,78,75
1941,male,European,some high school,free/reduced,none,75,82,81,75,78,84,90,79
1942,female,African,high school,free/reduced,completed,77,73,82,71,81,74,76,80
1943,female,Asian,some college,standard,none,74,76,87,79,80,77,73,79
1944,male,European,bachelor's degree,free/reduced,none,74,64,82,69,72,88,77,82
1945,female,Asian,some high school,standard,none,73,69,79,74,70,79,78,79
1946,female,American,doctorate,free/reduced,none,87,79,82,85,84,73,73,77
1947,male,European,associate's degree,standard,completed,99,100,100,100,97,96,84,90
1948,female,European,bachelor's degree,standard,completed,63,65,67,71,59,85,82,74
1949,male,Asian,doctorate,standard,none,91,91,90,92,89,96,94,98
1950,female,European,associate's degree,standard,none,81,76,78,77,76,68,65,72
1951,male,Asian,doctorate,standard,none,79,89,83,87,81,86,75,80
1952,male,European,some college,free/reduced,none,63,60,68,64,64,58,60,60
1953,female,African,doctorate,standard,none,58,50,59,60,51,64,65,59
1954,female,European,bachelor's degree,standard,none,90,95,94,84,85,82,80,80
1955,male,European,some college,standard,none,84,84,84,87,91,91,90,92
1956,female,European,master's degree,standard,completed,83,70,81,80,76,75,79,80
1957,male,European,master's degree,free/reduced,completed,81,83,83,79,77,86,83,83
1958,male,Asian,master's degree,standard,none,83,81,78,86,86,93,98,93
1959,male,European,bachelor's degree,standard,completed,91,93,84,84,81,87,86,87
1960,female,American,associate's degree,standard,none,61,66,70,69,66,71,75,71
1961,female,American,doctorate,standard,none,80,79,81,83,75,85,78,77
1962,male,European,associate's degree,standard,completed,79,83,89,84,74,84,79,82
1963,male,European,some college,standard,completed,84,87,73,83,82,90,89,87
1964,male,American,bachelor's degree,standard,completed,68,63,80,72,69,84,78,79
1965,male,European,bachelor's degree,free/reduced,none,67,58,65,63,55,70,69,65
1966,male,European,bachelor's degree,standard,completed,75,63,73,72,69,86,83,73
1967,female,European,master's degree,standard,completed,75,76,73,71,74,78,80,70
1968,female,Asian,doctorate,free/reduced,none,75,73,80,75,73,70,77,76
1969,female,European,some college,standard,completed,87,89,89,77,82,75,75,78
1970,female,European,bachelor's degree,standard,none,76,87,86,78,79,82,82,82
1971,male,European,doctorate,standard,completed,83,83,87,87,82,92,81,79
1972,male,European,associate's degree,standard,none,82,83,85,84,76,78,79,82
1973,female,European,some high school,standard,none,86,83,86,72,77,78,70,74
1974,male,African,doctorate,free/reduced,none,77,77,80,82,78,94,90,94
1975,male,European,associate's degree,standard,completed,70,60,69,68,70,62,70,70
1976,male,American,master's degree,standard,completed,91,95,94,88,87,88,84,84
1977,female,African,some high school,free/reduced,none,92,94,100,93,92,86,94,87
1978,female,African,some high school,free/reduced,none,81,79,82,80,76,92,87,86
1979,male,European,doctorate,standard,none,84,75,82,74,78,81,75,73
1980,female,European,some high school,standard,completed,91,86,91,83,83,78,79,82
1981,male,European,bachelor's degree,standard,completed,60,51,62,68,67,71,65,64
1982,male,Asian,associate's degree,standard,none,76,76,73,78,74,85,90,84
1983,male,European,master's degree,free/reduced,none,81,85,85,81,86,74,74,78
1984,male,European,high school,free/reduced,none,60,55,62,68,65,77,74,64
1985,male,Asian,bachelor's degree,standard,completed,96,98,100,87,98,89,89,85
1986,female,European,some high school,standard,completed,87,92,84,91,89,100,100,100
1987,female,European,associate's degree,standard,completed,64,69,61,66,67,80,83,74
1988,male,European,some college,standard,completed,81,78,82,80,76,77,78,75
1989,female,European,bachelor's degree,free/reduced,none,61,59,68,65,65,73,69,75
1990,male,European,some college,standard,none,66,69,66,70,66,69,66,72
1991,female,Asian,doctorate,free/reduced,completed,65,64,70,61,60,66,65,65
1992,male,European,some college,free/reduced,none,75,70,74,76,71,80,79,74
1993,female,European,high school,free/reduced,completed,14,17,26,27,22,40,38,37
1994,male,European,master's degree,free/reduced,none,69,76,80,81,77,92,87,84
1995,male,American,master's degree,free/reduced,none,68,60,65,69,66,67,67,71
1996,male,African,some college,standard,none,70,54,72,77,68,90,85,84
1997,male,European,doctorate,free/reduced,none,70,66,69,73,67,75,79,70
1998,female,European,master's degree,free/reduced,none,92,88,96,89,92,72,77,77
1999,female,Asian,master's degree,free/reduced,none,55,57,55,68,59,78,73,72
2000,male,European,bachelor's degree,free/reduced,none,72,63,64,73,67,86,74,84
